Theta(deg),Phi(deg),Freq(kT),mstar(me),Curv(kTA2),Type(+e-h),NumOrbCopy
  0.000000, 44.832714,  3.706573E-01,  1.800860E+00, -1.015935E+02,-1.000,   14
  0.000000, 44.832714,  5.111035E-01,  2.074720E+00,  2.897956E+02,-1.000,   30
  0.000000, 44.832714,  5.111757E-01,  2.082710E+00,  2.873540E+02,-1.000,   66
  0.000000, 44.832714,  5.585144E-01,  2.872911E+00, -6.040904E+02,-1.000,   24
  0.000000, 44.832714,  5.602183E-01,  2.732038E+00, -1.706173E+02,-1.000,   77
  0.000000, 44.832714,  5.613972E-01,  2.728296E+00, -3.351433E+01,-1.000,  113
  0.000000, 44.832714,  5.619949E-01,  2.813453E+00, -1.510796E+02,-1.000,   62
  0.000000, 44.832714,  5.794657E-01,  2.984074E+00, -2.809629E+03,-1.000,    2
  0.000000, 44.832714,  5.813485E-01,  2.973920E+00, -3.717984E+03,-1.000,    3
  0.000000, 44.832714,  6.879246E-01,  2.943217E+00, -1.036706E+02,-1.000,    4
  0.000000, 44.832714,  6.928181E-01,  2.895117E+00, -8.602973E+01,-1.000,   66
  0.000000, 44.832714,  6.930186E-01,  2.906473E+00, -8.872016E+01,-1.000,   95
  0.000000, 44.832714,  2.246385E+00,  6.621045E-01,  2.606299E+01, 1.000,   88
  0.000000, 44.832714,  2.246412E+00,  6.627171E-01,  2.550979E+01, 1.000,   80
  0.000000, 44.832714,  2.258135E+00,  6.924038E-01, -1.039135E+01, 1.000,   88
  0.000000, 44.832714,  2.465461E+00,  5.308881E-01, -2.828374E+01, 1.000,   66
  0.000000, 44.832714,  1.249087E+01,  2.023592E+00,  1.160536E+01,-1.000,   25
  0.000000, 44.832714,  1.266849E+01,  2.357269E+00, -4.306873E+01,-1.000,   24
  0.000000, 45.167286,  4.249989E-02,  6.524536E-01,  1.740600E+02,-1.000,    1
  0.000000, 45.167286,  4.597535E-02,  7.861969E-01,  9.675090E+01,-1.000,   41
  0.000000, 45.167286,  4.605943E-02,  8.029803E-01,  9.897231E+01,-1.000,   36
  0.000000, 45.167286,  4.767992E-02,  7.470526E-01,  2.561789E+02,-1.000,    5
  0.000000, 45.167286,  4.783511E-02,  7.602359E-01,  2.376639E+02,-1.000,    1
  0.000000, 45.167286,  4.907710E-02,  7.547583E-01,  2.686277E+02,-1.000,    2
  0.000000, 45.167286,  1.428725E-01,  6.264941E-01, -1.260545E+01,-1.000,  116
  0.000000, 45.167286,  1.429241E-01,  6.219901E-01, -1.237430E+01,-1.000,  119
  0.000000, 45.167286,  2.074803E-01,  1.295831E+00,  1.016084E+02,-1.000,   88
  0.000000, 45.167286,  2.080732E-01,  1.286066E+00,  9.970672E+01,-1.000,   88
  0.000000, 45.167286,  2.709079E-01,  1.508853E+00,  5.020130E+02,-1.000,   68
  0.000000, 45.167286,  2.720613E-01,  1.591286E+00,  5.033436E+02,-1.000,   74
  0.000000, 45.167286,  2.800316E-01,  1.125100E+00,  2.610798E+01,-1.000,   30
  0.000000, 45.167286,  2.802814E-01,  1.132712E+00,  2.405108E+01,-1.000,   27
  0.000000, 45.167286,  3.505667E-01,  2.033833E+00,  4.807626E+03,-1.000,   25
  0.000000, 45.167286,  3.516737E-01,  2.044139E+00,  4.874160E+03,-1.000,   31
  0.000000, 45.167286,  3.707024E-01,  1.742769E+00, -7.438282E+01,-1.000,   20
  0.000000, 45.167286,  3.711940E-01,  1.818988E+00, -1.188841E+02,-1.000,   10
  0.000000, 45.167286,  3.723229E-01,  1.811583E+00,  2.829053E+03,-1.000,    2
  0.000000, 45.167286,  3.739654E-01,  1.814789E+00,  2.837098E+03,-1.000,    4
  0.000000, 45.167286,  5.132559E-01,  2.077969E+00,  2.917192E+02,-1.000,  126
  0.000000, 45.167286,  5.132689E-01,  2.081740E+00,  2.972795E+02,-1.000,  106
  0.000000, 45.167286,  5.603002E-01,  2.889178E+00, -5.990540E+02,-1.000,   15
  0.000000, 45.167286,  5.623446E-01,  3.256916E+00, -1.149566E+03,-1.000,   39
  0.000000, 45.167286,  5.626939E-01,  2.852968E+00, -3.122515E+02,-1.000,  135
  0.000000, 45.167286,  5.628030E-01,  2.755324E+00, -1.069527E+02,-1.000,  122
  0.000000, 45.167286,  5.841876E-01,  2.989163E+00, -2.818101E+03,-1.000,    2
  0.000000, 45.167286,  5.858765E-01,  3.002007E+00, -4.212005E+03,-1.000,    4
  0.000000, 45.167286,  6.942238E-01,  3.048240E+00, -1.002578E+02,-1.000,    5
  0.000000, 45.167286,  6.944593E-01,  2.982611E+00, -1.019275E+02,-1.000,   14
  0.000000, 45.167286,  6.998589E-01,  2.896269E+00, -9.772635E+01,-1.000,   66
  0.000000, 45.167286,  7.001050E-01,  2.908021E+00, -1.042243E+02,-1.000,   96
  0.000000, 45.167286,  2.265275E+00,  6.617907E-01,  2.937006E+01, 1.000,   88
  0.000000, 45.167286,  2.265276E+00,  6.616631E-01,  2.949872E+01, 1.000,   82
  0.000000, 45.167286,  2.280079E+00,  6.963219E-01, -1.165228E+01, 1.000,   84
  0.000000, 45.167286,  2.472848E+00,  5.326799E-01, -2.775427E+01, 1.000,   66
  0.000000, 45.167286,  1.257032E+01,  2.045977E+00,  5.300458E+00,-1.000,   25
  0.000000, 45.167286,  1.271679E+01,  2.314693E+00, -5.197993E+00,-1.000,   56
  0.000000, 45.167286,  1.271681E+01,  2.312603E+00, -5.068670E+00,-1.000,   40
  0.000000, 45.167286,  1.273097E+01,  2.374983E+00, -2.847480E+01,-1.000,   26
  0.000000, 45.501859,  4.250196E-02,  6.570959E-01,  1.668677E+02,-1.000,    1
  0.000000, 45.501859,  4.261416E-02,  6.581572E-01,  1.631689E+02,-1.000,    2
  0.000000, 45.501859,  4.580226E-02,  8.269447E-01,  9.401375E+01,-1.000,   46
  0.000000, 45.501859,  4.601101E-02,  7.829821E-01,  8.655066E+01,-1.000,   38
  0.000000, 45.501859,  4.786470E-02,  7.610391E-01,  2.262859E+02,-1.000,    2
  0.000000, 45.501859,  4.823364E-02,  7.635980E-01,  2.563289E+02,-1.000,    9
  0.000000, 45.501859,  5.091193E-02,  9.244301E-01,  1.252970E+02,-1.000,    7
  0.000000, 45.501859,  1.435721E-01,  6.328183E-01, -1.189189E+01,-1.000,  119
  0.000000, 45.501859,  1.436369E-01,  6.268341E-01, -1.142538E+01,-1.000,  113
  0.000000, 45.501859,  2.021255E-01,  1.282183E+00,  9.165592E+01,-1.000,   62
  0.000000, 45.501859,  2.023754E-01,  1.287704E+00,  9.950672E+01,-1.000,   26
  0.000000, 45.501859,  2.028365E-01,  1.275222E+00,  9.192908E+01,-1.000,   88
  0.000000, 45.501859,  2.727278E-01,  1.483051E+00,  5.725082E+02,-1.000,   70
  0.000000, 45.501859,  2.740466E-01,  1.594948E+00,  5.769522E+02,-1.000,   74
  0.000000, 45.501859,  2.820166E-01,  1.133567E+00,  4.405511E+01,-1.000,   27
  0.000000, 45.501859,  2.820990E-01,  1.121683E+00,  3.917499E+01,-1.000,   30
  0.000000, 45.501859,  3.530028E-01,  2.040493E+00,  4.588906E+03,-1.000,   30
  0.000000, 45.501859,  3.533642E-01,  2.063069E+00,  4.437300E+03,-1.000,   38
  0.000000, 45.501859,  3.724416E-01,  1.799349E+00, -1.076950E+02,-1.000,   11
  0.000000, 45.501859,  3.729332E-01,  1.906564E+00, -1.293827E+02,-1.000,    6
  0.000000, 45.501859,  3.780116E-01,  1.824653E+00,  2.857964E+03,-1.000,    1
  0.000000, 45.501859,  5.144403E-01,  2.078957E+00,  6.180516E+02,-1.000,   18
  0.000000, 45.501859,  5.154043E-01,  2.078728E+00,  2.915249E+02,-1.000,  164
  0.000000, 45.501859,  5.155128E-01,  2.077542E+00,  2.544653E+02,-1.000,  136
  0.000000, 45.501859,  5.624053E-01,  2.772222E+00, -2.901666E+02,-1.000,   54
  0.000000, 45.501859,  5.636521E-01,  2.775715E+00, -1.477310E+02,-1.000,  178
  0.000000, 45.501859,  5.638361E-01,  3.089545E+00, -1.186025E+03,-1.000,   49
  0.000000, 45.501859,  5.644628E-01,  2.888446E+00, -4.134806E+02,-1.000,  138
  0.000000, 45.501859,  5.908105E-01,  3.001244E+00, -5.639482E+03,-1.000,    1
  0.000000, 45.501859,  7.010325E-01,  2.971918E+00, -1.095114E+02,-1.000,    4
  0.000000, 45.501859,  7.014843E-01,  2.973681E+00, -1.116841E+02,-1.000,   16
  0.000000, 45.501859,  7.071083E-01,  2.883541E+00, -1.104983E+02,-1.000,   66
  0.000000, 45.501859,  7.072094E-01,  2.895894E+00, -1.093642E+02,-1.000,   96
  0.000000, 45.501859,  2.284112E+00,  6.626468E-01,  3.134723E+01, 1.000,   84
  0.000000, 45.501859,  2.284112E+00,  6.626655E-01,  3.133140E+01, 1.000,   87
  0.000000, 45.501859,  2.302342E+00,  7.003133E-01, -1.293548E+01, 1.000,   82
  0.000000, 45.501859,  2.480365E+00,  5.344272E-01, -2.752487E+01, 1.000,   66
  0.000000, 45.501859,  1.265116E+01,  2.073156E+00,  7.635202E+00,-1.000,    5
  0.000000, 45.501859,  1.265117E+01,  2.069463E+00,  2.433972E+00,-1.000,   70
  0.000000, 45.501859,  1.278877E+01,  2.360589E+00,  1.250679E+01,-1.000,    3
  0.000000, 45.501859,  1.278954E+01,  2.325843E+00, -7.928689E+00,-1.000,   61
  0.000000, 45.501859,  1.278959E+01,  2.319240E+00, -9.163031E+00,-1.000,   51
  0.000000, 45.501859,  1.279436E+01,  2.391746E+00, -1.307356E+01,-1.000,   26
  0.000000, 45.836431,  4.253584E-02,  6.742324E-01,  1.649003E+02,-1.000,    2
  0.000000, 45.836431,  4.255699E-02,  6.571618E-01,  1.609229E+02,-1.000,    1
  0.000000, 45.836431,  4.573520E-02,  7.969130E-01,  9.179125E+01,-1.000,   44
  0.000000, 45.836431,  4.588054E-02,  8.124763E-01,  9.179767E+01,-1.000,   50
  0.000000, 45.836431,  4.809362E-02,  7.596039E-01,  2.187968E+02,-1.000,    4
  0.000000, 45.836431,  4.847459E-02,  7.638532E-01,  2.281272E+02,-1.000,   17
  0.000000, 45.836431,  5.093686E-02,  8.765762E-01,  8.060045E+01,-1.000,    2
  0.000000, 45.836431,  1.443036E-01,  6.391822E-01, -1.133932E+01,-1.000,  119
  0.000000, 45.836431,  1.443641E-01,  6.321024E-01, -1.085099E+01,-1.000,  111
  0.000000, 45.836431,  1.971888E-01,  1.273792E+00,  8.857410E+01,-1.000,   88
  0.000000, 45.836431,  1.978475E-01,  1.264678E+00,  8.661010E+01,-1.000,   88
  0.000000, 45.836431,  2.746387E-01,  1.490709E+00,  6.422474E+02,-1.000,   76
  0.000000, 45.836431,  2.762934E-01,  1.618791E+00,  6.271714E+02,-1.000,   73
  0.000000, 45.836431,  2.842943E-01,  1.125107E+00,  5.312192E+01,-1.000,   24
  0.000000, 45.836431,  2.845011E-01,  1.140720E+00,  4.816847E+01,-1.000,   22
  0.000000, 45.836431,  3.564372E-01,  2.041879E+00,  4.341175E+03,-1.000,   39
  0.000000, 45.836431,  3.566098E-01,  2.027076E+00,  5.027149E+03,-1.000,   37
  0.000000, 45.836431,  3.738978E-01,  1.899329E+00, -1.316930E+02,-1.000,    4
  0.000000, 45.836431,  3.746887E-01,  1.859962E+00, -1.327695E+02,-1.000,    3
  0.000000, 45.836431,  3.810618E-01,  1.827094E+00,  2.869017E+03,-1.000,    2
  0.000000, 45.836431,  3.828698E-01,  1.812438E+00,  2.875145E+03,-1.000,    2
  0.000000, 45.836431,  5.160344E-01,  2.076665E+00,  6.256494E+02,-1.000,    3
  0.000000, 45.836431,  5.175345E-01,  2.080201E+00,  2.932951E+02,-1.000,  172
  0.000000, 45.836431,  5.176062E-01,  2.082735E+00,  2.871791E+02,-1.000,  165
  0.000000, 45.836431,  5.642376E-01,  2.782909E+00, -2.913676E+02,-1.000,   88
  0.000000, 45.836431,  5.651388E-01,  2.788201E+00, -1.510852E+02,-1.000,  206
  0.000000, 45.836431,  5.662633E-01,  3.157030E+00, -1.181261E+03,-1.000,   63
  0.000000, 45.836431,  5.663546E-01,  2.955514E+00, -5.571171E+02,-1.000,  170
  0.000000, 45.836431,  5.936477E-01,  3.033408E+00, -2.851354E+03,-1.000,    1
  0.000000, 45.836431,  5.957359E-01,  3.046795E+00, -2.844572E+03,-1.000,    1
  0.000000, 45.836431,  5.962845E-01,  2.992578E+00, -2.847465E+03,-1.000,    1
  0.000000, 45.836431,  6.534489E-01,  3.196447E+00,  4.076003E+02,-1.000,    7
  0.000000, 45.836431,  6.535146E-01,  3.181970E+00,  4.047904E+02,-1.000,    4
  0.000000, 45.836431,  6.762546E-01,  3.894839E+00, -2.987570E+03,-1.000,    4
  0.000000, 45.836431,  6.763277E-01,  3.864037E+00, -2.990222E+03,-1.000,    7
  0.000000, 45.836431,  7.078640E-01,  2.976230E+00, -1.066868E+02,-1.000,    6
  0.000000, 45.836431,  7.081773E-01,  2.968103E+00, -1.078308E+02,-1.000,   24
  0.000000, 45.836431,  7.142999E-01,  2.880418E+00, -1.144854E+02,-1.000,   66
  0.000000, 45.836431,  7.143145E-01,  2.882198E+00, -1.120315E+02,-1.000,   96
  0.000000, 45.836431,  2.302895E+00,  6.633653E-01,  3.313509E+01, 1.000,   82
  0.000000, 45.836431,  2.302897E+00,  6.638322E-01,  3.285423E+01, 1.000,   75
  0.000000, 45.836431,  2.324922E+00,  7.042470E-01, -1.431894E+01, 1.000,   82
  0.000000, 45.836431,  2.487976E+00,  5.362661E-01, -2.713609E+01, 1.000,   66
  0.000000, 45.836431,  1.273300E+01,  2.108628E+00,  8.497430E+00,-1.000,   25
  0.000000, 45.836431,  1.273322E+01,  2.099059E+00,  1.001677E+00,-1.000,   50
  0.000000, 45.836431,  1.285881E+01,  2.410909E+00,  4.534657E-01,-1.000,   53
  0.000000, 45.836431,  1.285882E+01,  2.398160E+00,  3.365638E+00,-1.000,   29
  0.000000, 45.836431,  1.285889E+01,  2.402390E+00,  3.996432E-01,-1.000,   48
  0.000000, 45.836431,  1.286481E+01,  2.283528E+00, -3.369149E+01,-1.000,   27
  0.000000, 45.836431,  1.286488E+01,  2.286840E+00, -3.479418E+01,-1.000,   27
  0.000000, 46.171004,  4.261480E-02,  6.748802E-01,  1.605597E+02,-1.000,    9
  0.000000, 46.171004,  4.265635E-02,  6.508798E-01,  1.530903E+02,-1.000,    6
  0.000000, 46.171004,  4.572119E-02,  8.255862E-01,  9.099549E+01,-1.000,   48
  0.000000, 46.171004,  4.576354E-02,  8.447600E-01,  9.035439E+01,-1.000,   46
  0.000000, 46.171004,  4.802699E-02,  7.427217E-01,  2.055136E+02,-1.000,    1
  0.000000, 46.171004,  4.878057E-02,  7.534849E-01,  2.219584E+02,-1.000,   16
  0.000000, 46.171004,  5.083195E-02,  9.659214E-01,  1.109325E+02,-1.000,   12
  0.000000, 46.171004,  1.450586E-01,  6.476207E-01, -1.066205E+01,-1.000,  106
  0.000000, 46.171004,  1.451183E-01,  6.425147E-01, -1.000619E+01,-1.000,   96
  0.000000, 46.171004,  1.924441E-01,  1.264835E+00,  8.412067E+01,-1.000,   88
  0.000000, 46.171004,  1.930662E-01,  1.256154E+00,  8.236447E+01,-1.000,   88
  0.000000, 46.171004,  2.767276E-01,  1.464028E+00,  6.810802E+02,-1.000,   64
  0.000000, 46.171004,  2.783570E-01,  1.584108E+00,  6.647854E+02,-1.000,   76
  0.000000, 46.171004,  2.868933E-01,  1.126803E+00,  5.421797E+01,-1.000,   26
  0.000000, 46.171004,  2.870377E-01,  1.140671E+00,  4.986512E+01,-1.000,   28
  0.000000, 46.171004,  3.590100E-01,  2.013209E+00,  4.869991E+03,-1.000,   39
  0.000000, 46.171004,  3.600771E-01,  2.015680E+00,  4.823224E+03,-1.000,   57
  0.000000, 46.171004,  3.751919E-01,  1.877545E+00, -1.306861E+02,-1.000,    6
  0.000000, 46.171004,  3.842156E-01,  1.885602E+00,  2.884060E+03,-1.000,    1
  0.000000, 46.171004,  3.874223E-01,  1.827217E+00,  2.893361E+03,-1.000,    1
  0.000000, 46.171004,  5.180241E-01,  2.084138E+00,  6.236165E+02,-1.000,   10
  0.000000, 46.171004,  5.196464E-01,  2.085056E+00,  3.189855E+02,-1.000,  158
  0.000000, 46.171004,  5.198146E-01,  2.084763E+00,  2.897853E+02,-1.000,  150
  0.000000, 46.171004,  5.659206E-01,  2.795689E+00, -2.906401E+02,-1.000,   94
  0.000000, 46.171004,  5.667929E-01,  2.797163E+00, -1.517863E+02,-1.000,  194
  0.000000, 46.171004,  5.682075E-01,  2.997955E+00, -5.860893E+02,-1.000,  180
  0.000000, 46.171004,  5.693958E-01,  3.141747E+00, -1.393879E+03,-1.000,   93
  0.000000, 46.171004,  5.983779E-01,  3.026997E+00, -2.875260E+03,-1.000,    1
  0.000000, 46.171004,  6.608630E-01,  3.239375E+00,  4.480162E+02,-1.000,   14
  0.000000, 46.171004,  6.610089E-01,  3.245426E+00,  4.478818E+02,-1.000,    9
  0.000000, 46.171004,  6.856152E-01,  3.733135E+00, -3.043008E+03,-1.000,    8
  0.000000, 46.171004,  6.857714E-01,  3.782946E+00, -3.053722E+03,-1.000,   14
  0.000000, 46.171004,  7.153181E-01,  3.003470E+00, -1.104909E+02,-1.000,    8
  0.000000, 46.171004,  7.155213E-01,  2.992006E+00, -1.127043E+02,-1.000,   25
  0.000000, 46.171004,  7.214424E-01,  2.869563E+00, -1.172274E+02,-1.000,   66
  0.000000, 46.171004,  7.214655E-01,  2.883569E+00, -1.147898E+02,-1.000,   92
  0.000000, 46.171004,  2.321630E+00,  6.641913E-01,  3.446227E+01, 1.000,   72
  0.000000, 46.171004,  2.321633E+00,  6.628065E-01,  3.499463E+01, 1.000,   63
  0.000000, 46.171004,  2.347813E+00,  7.082118E-01, -1.563406E+01, 1.000,   67
  0.000000, 46.171004,  2.347814E+00,  7.082867E-01, -1.565107E+01, 1.000,   13
  0.000000, 46.171004,  2.495720E+00,  5.381495E-01, -2.676534E+01, 1.000,   66
  0.000000, 46.171004,  1.281633E+01,  2.137815E+00,  5.662584E+00,-1.000,   32
  0.000000, 46.171004,  1.281647E+01,  2.132283E+00,  2.874360E+00,-1.000,   43
  0.000000, 46.171004,  1.292415E+01,  2.426460E+00,  1.882819E+01,-1.000,   26
  0.000000, 46.171004,  1.294037E+01,  2.286828E+00, -3.722695E+01,-1.000,   27
  0.000000, 46.171004,  1.294039E+01,  2.289709E+00, -3.688158E+01,-1.000,   25
  0.000000, 46.505576,  4.266223E-02,  6.728528E-01,  1.398433E+02,-1.000,   15
  0.000000, 46.505576,  4.272186E-02,  6.614997E-01,  1.423415E+02,-1.000,   11
  0.000000, 46.505576,  4.557752E-02,  8.331212E-01,  8.892381E+01,-1.000,   34
  0.000000, 46.505576,  4.568939E-02,  8.413842E-01,  8.937494E+01,-1.000,   54
  0.000000, 46.505576,  4.999076E-02,  8.688133E-01,  1.409616E+02,-1.000,   29
  0.000000, 46.505576,  1.458347E-01,  6.507732E-01, -1.087277E+01,-1.000,   94
  0.000000, 46.505576,  1.459095E-01,  6.476685E-01, -1.039980E+01,-1.000,   84
  0.000000, 46.505576,  1.878762E-01,  1.257457E+00,  8.227601E+01,-1.000,   88
  0.000000, 46.505576,  1.885572E-01,  1.249627E+00,  8.022694E+01,-1.000,   88
  0.000000, 46.505576,  2.794366E-01,  1.467438E+00,  7.281932E+02,-1.000,   61
  0.000000, 46.505576,  2.808440E-01,  1.573066E+00,  7.073085E+02,-1.000,   76
  0.000000, 46.505576,  2.896064E-01,  1.147500E+00,  5.278329E+01,-1.000,   26
  0.000000, 46.505576,  2.896121E-01,  1.137695E+00,  5.377687E+01,-1.000,   29
  0.000000, 46.505576,  3.623059E-01,  2.010671E+00,  4.982921E+03,-1.000,   44
  0.000000, 46.505576,  3.634278E-01,  2.018799E+00,  4.718164E+03,-1.000,   70
  0.000000, 46.505576,  3.769650E-01,  1.862005E+00, -1.270582E+02,-1.000,    3
  0.000000, 46.505576,  3.894137E-01,  1.829020E+00,  2.904096E+03,-1.000,    1
  0.000000, 46.505576,  3.921086E-01,  1.858721E+00,  2.906794E+03,-1.000,    4
  0.000000, 46.505576,  5.206206E-01,  2.080478E+00,  6.177629E+02,-1.000,   83
  0.000000, 46.505576,  5.219267E-01,  2.102586E+00,  3.248218E+02,-1.000,  153
  0.000000, 46.505576,  5.233033E-01,  2.118122E+00, -1.272256E+01,-1.000,   66
  0.000000, 46.505576,  5.677204E-01,  2.871441E+00, -3.695721E+02,-1.000,   67
  0.000000, 46.505576,  5.685951E-01,  2.858597E+00, -8.969227E+01,-1.000,  229
  0.000000, 46.505576,  5.699057E-01,  2.934812E+00, -4.905394E+02,-1.000,  203
  0.000000, 46.505576,  5.758704E-01,  3.295254E+00, -2.789312E+03,-1.000,   58
  0.000000, 46.505576,  6.041592E-01,  3.028855E+00, -2.888217E+03,-1.000,    1
  0.000000, 46.505576,  6.064475E-01,  3.069880E+00, -3.589547E+03,-1.000,    4
  0.000000, 46.505576,  6.681613E-01,  3.342462E+00,  4.939025E+02,-1.000,   31
  0.000000, 46.505576,  6.693525E-01,  3.390094E+00,  4.902890E+02,-1.000,   16
  0.000000, 46.505576,  6.948441E-01,  3.756105E+00, -3.125715E+03,-1.000,   31
  0.000000, 46.505576,  6.953158E-01,  3.703108E+00, -3.095386E+03,-1.000,   15
  0.000000, 46.505576,  7.222470E-01,  2.971332E+00, -1.077335E+02,-1.000,   20
  0.000000, 46.505576,  7.224852E-01,  3.000380E+00, -1.095489E+02,-1.000,   30
  0.000000, 46.505576,  7.286495E-01,  2.884007E+00, -1.183172E+02,-1.000,   92
  0.000000, 46.505576,  7.286672E-01,  2.871751E+00, -1.194943E+02,-1.000,   66
  0.000000, 46.505576,  2.340274E+00,  6.626263E-01,  3.645020E+01, 1.000,   66
  0.000000, 46.505576,  2.340275E+00,  6.628929E-01,  3.636006E+01, 1.000,   66
  0.000000, 46.505576,  2.371030E+00,  7.121906E-01, -1.696948E+01, 1.000,   40
  0.000000, 46.505576,  2.371031E+00,  7.122473E-01, -1.693098E+01, 1.000,   24
  0.000000, 46.505576,  2.371095E+00,  7.122410E-01, -1.701597E+01, 1.000,   16
  0.000000, 46.505576,  2.503546E+00,  5.400462E-01, -2.636327E+01, 1.000,   66
  0.000000, 46.505576,  1.290091E+01,  2.181655E+00,  1.103910E+01,-1.000,   26
  0.000000, 46.505576,  1.290110E+01,  2.172119E+00,  5.553221E+00,-1.000,   37
  0.000000, 46.505576,  1.290155E+01,  2.148026E+00, -3.302631E+00,-1.000,   12
  0.000000, 46.505576,  1.299087E+01,  2.447187E+00,  3.078669E+01,-1.000,   24
  0.000000, 46.505576,  1.301693E+01,  2.282687E+00, -3.623984E+01,-1.000,   25
  0.000000, 46.505576,  1.301703E+01,  2.288587E+00, -3.680256E+01,-1.000,   25
  0.000000, 46.840149,  4.273112E-02,  6.753529E-01,  1.360331E+02,-1.000,   24
  0.000000, 46.840149,  4.277241E-02,  6.533728E-01,  1.229747E+02,-1.000,   20
  0.000000, 46.840149,  4.555155E-02,  8.558923E-01,  8.639057E+01,-1.000,   26
  0.000000, 46.840149,  4.559161E-02,  8.621383E-01,  8.704814E+01,-1.000,   50
  0.000000, 46.840149,  4.755181E-02,  7.708212E-01,  1.452922E+02,-1.000,    2
  0.000000, 46.840149,  4.975851E-02,  8.738865E-01,  1.370308E+02,-1.000,   26
  0.000000, 46.840149,  5.073184E-02,  8.991865E-01,  8.310148E+01,-1.000,    1
  0.000000, 46.840149,  1.466102E-01,  6.565995E-01, -1.031853E+01,-1.000,   75
  0.000000, 46.840149,  1.466856E-01,  6.490722E-01, -9.878328E+00,-1.000,   69
  0.000000, 46.840149,  1.835213E-01,  1.250862E+00,  8.000191E+01,-1.000,   88
  0.000000, 46.840149,  1.842127E-01,  1.243545E+00,  7.814015E+01,-1.000,   88
  0.000000, 46.840149,  2.820327E-01,  1.443690E+00,  7.346197E+02,-1.000,   63
  0.000000, 46.840149,  2.835706E-01,  1.554945E+00,  7.129605E+02,-1.000,   74
  0.000000, 46.840149,  2.922807E-01,  1.147804E+00,  5.596476E+01,-1.000,   29
  0.000000, 46.840149,  2.923193E-01,  1.158549E+00,  5.397573E+01,-1.000,   25
  0.000000, 46.840149,  3.656868E-01,  2.012728E+00,  4.843504E+03,-1.000,   49
  0.000000, 46.840149,  3.664344E-01,  2.021384E+00,  4.730176E+03,-1.000,   78
  0.000000, 46.840149,  3.951670E-01,  1.868118E+00,  2.918992E+03,-1.000,    3
  0.000000, 46.840149,  3.971093E-01,  1.861859E+00,  2.923374E+03,-1.000,    5
  0.000000, 46.840149,  5.215961E-01,  2.090888E+00,  6.248667E+02,-1.000,   10
  0.000000, 46.840149,  5.236813E-01,  2.099743E+00,  4.279980E+02,-1.000,  105
  0.000000, 46.840149,  5.243484E-01,  2.137557E+00,  3.509133E+02,-1.000,  140
  0.000000, 46.840149,  5.280450E-01,  2.301177E+00, -6.467415E+01,-1.000,   21
  0.000000, 46.840149,  5.694202E-01,  2.840620E+00, -2.807413E+02,-1.000,   68
  0.000000, 46.840149,  5.702466E-01,  2.838095E+00, -9.063218E+01,-1.000,  198
  0.000000, 46.840149,  5.729021E-01,  2.976098E+00, -7.454410E+02,-1.000,  173
  0.000000, 46.840149,  5.792983E-01,  3.276632E+00, -2.763062E+03,-1.000,   63
  0.000000, 46.840149,  6.103160E-01,  3.044032E+00, -2.901821E+03,-1.000,    3
  0.000000, 46.840149,  6.113552E-01,  3.043627E+00, -4.799402E+03,-1.000,    3
  0.000000, 46.840149,  6.128542E-01,  3.073297E+00, -2.893457E+03,-1.000,    1
  0.000000, 46.840149,  6.768713E-01,  3.401167E+00,  5.660212E+02,-1.000,   26
  0.000000, 46.840149,  6.770660E-01,  3.428640E+00,  5.600269E+02,-1.000,   39
  0.000000, 46.840149,  7.039785E-01,  3.783193E+00, -3.163235E+03,-1.000,   26
  0.000000, 46.840149,  7.041553E-01,  3.782217E+00, -3.160792E+03,-1.000,   39
  0.000000, 46.840149,  7.295179E-01,  3.005397E+00, -1.069147E+02,-1.000,   35
  0.000000, 46.840149,  7.297105E-01,  3.023164E+00, -1.094778E+02,-1.000,   41
  0.000000, 46.840149,  7.358807E-01,  2.887331E+00, -1.223815E+02,-1.000,   90
  0.000000, 46.840149,  7.358915E-01,  2.875419E+00, -1.219549E+02,-1.000,   66
  0.000000, 46.840149,  2.358807E+00,  6.626130E-01,  3.789892E+01, 1.000,   68
  0.000000, 46.840149,  2.358807E+00,  6.628164E-01,  3.785049E+01, 1.000,   66
  0.000000, 46.840149,  2.394592E+00,  7.161125E-01, -1.839307E+01, 1.000,   35
  0.000000, 46.840149,  2.394599E+00,  7.161312E-01, -1.845507E+01, 1.000,   45
  0.000000, 46.840149,  2.511496E+00,  5.420098E-01, -2.601007E+01, 1.000,   66
  0.000000, 46.840149,  1.298714E+01,  2.219798E+00,  1.457221E+01,-1.000,   10
  0.000000, 46.840149,  1.298733E+01,  2.203256E+00,  4.553772E+00,-1.000,   43
  0.000000, 46.840149,  1.298739E+01,  2.199420E+00,  1.836920E+00,-1.000,   36
  0.000000, 46.840149,  1.305898E+01,  2.466377E+00,  3.920420E+01,-1.000,   24
  0.000000, 46.840149,  1.309471E+01,  2.280648E+00, -3.461854E+01,-1.000,   24
  0.000000, 46.840149,  1.309475E+01,  2.288645E+00, -3.593502E+01,-1.000,   24
  0.000000, 47.174721,  4.277539E-02,  6.651022E-01,  1.255717E+02,-1.000,   34
  0.000000, 47.174721,  4.278269E-02,  6.724894E-01,  1.252730E+02,-1.000,   31
  0.000000, 47.174721,  4.545919E-02,  8.728243E-01,  8.631204E+01,-1.000,   47
